Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Ligamenvirales	Chiyouviridae		Wargodvirus	Bathyarchaeia bifangarchaeales chiyouvirus 1	PP467602	I	Complete genome	1	Chiyouviridae
Ligamenvirales	Lipothrixviridae		Alphalipothrixvirus	Sulfolobus filamentous virus 1	MH447526	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Alphalipothrixvirus	Sulfolobales Beppu filamentous virus 2	MK064563	I	Coding-complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 3	AM087120	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Sulfolobus islandicus filamentous virus	AF440571	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 7	AM087122	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 6	AM087121	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 8	AM087123	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Betalipothrixvirus	Acidianus filamentous virus 9	EU545650	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Deltalipothrixvirus	Sulfolobales Beppu filamentous virus 3	MK064564	I	Coding-complete genome	1	Lipothrixviridae
Ligamenvirales	Lipothrixviridae		Deltalipothrixvirus	Acidianus filamentous virus 2	AJ854042	I	Complete genome	1	Lipothrixviridae
Ligamenvirales	Rudiviridae		Azorudivirus	Stygiolobus rod-shaped virus	FM164764	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Hoswirudivirus	Acidianus rod-shaped virus 3	MN876842	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Hoswirudivirus	Metallosphaera rod-shaped virus 1	MN876843	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Hoswirudivirus	Acidianus rod-shaped virus 2	KP282675	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Hoswirudivirus	Saccharolobus solfataricus rod-shaped virus 1	MN876841	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Icerudivirus	Sulfolobus islandicus rod-shaped virus 3	KX712143	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Icerudivirus	Sulfolobus islandicus rod-shaped virus 2	AJ344259	I	Complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Icerudivirus	Sulfolobus islandicus rod-shaped virus 1	AJ414696	I	Complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Itarudivirus	Acidianus rod-shaped virus 1	AJ875026	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Japarudivirus	Sulfolobales Beppu rod-shaped virus 1	MK064565	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Mexirudivirus	Sulfolobales Mexican rod-shaped virus 1	JX944686	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 10	KY744230	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 9	KY744228	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 8	KY744229	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 11	KY744234	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 5	KY744233	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Usarudivirus	Sulfolobus islandicus rod-shaped virus 4	KY744231	I	Coding-complete genome	1	Rudiviridae
Ligamenvirales	Ungulaviridae		Captovirus	Acidianus filamentous virus 1	AJ567472	I	Complete genome	1	Ungulaviridae
Maximonvirales	Ahmunviridae		Yumkaaxvirus	archaeal virus JdFR077	PQ111746	I	Complete genome	1	Ahmunviridae
Maximonvirales	Ahmunviridae		Yumkaaxvirus	Methanophagales virus PBV300	OP413840	I	Complete genome	1	Ahmunviridae
Primavirales	Tristromaviridae		Alphatristromavirus	Pyrobaculum filamentous virus 1	KU307456	I	Complete genome	1	Tristromaviridae
Primavirales	Tristromaviridae		Alphatristromavirus	Pyrobaculum filamentous virus 2	MN876844	I	Complete genome	1	Tristromaviridae
Primavirales	Tristromaviridae		Betatristromavirus	Thermoproteus tenax virus 1	X14855	I	Partial genome (non-compliant)	1	Tristromaviridae
Herpesvirales	Alloherpesviridae		Batravirus	Lucké tumor herpesvirus; ranid herpesvirus 1	DQ665917	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Batravirus	frog virus 4; ranid herpesvirus 2	DQ665652	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Batravirus	ranid herpesvirus 3	KX832224	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Cyvirus	Japanese eel herpesvirus; anguillid herpesvirus 1	FJ940765	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Cyvirus	carp pox herpesvirus; cyprinid herpesvirus 1	JQ815363	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Cyvirus	goldfish hematopoietic necrosis virus; cyprinid herpesvirus 2	JQ815364	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Cyvirus	koi herpesvirus; cyprinid herpesvirus 3	DQ657948	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Ictavirus	white sturgeon herpesvirus 2; acipenserid herpesvirus 2	FJ815289	I	Partial genome (non-compliant)	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Ictavirus	channel catfish virus; ictalurid herpesvirus 1	M75136	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Ictavirus	black bullhead herpesvirus; ictalurid herpesvirus 2	MG271984	I	Complete genome	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Salmovirus	herpesvirus salmonis; salmonid herpesvirus 1	AF023673	I	Partial genome (non-compliant)	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Salmovirus	Oncorhyncus masou herpesvirus; salmonid herpesvirus 2	EU349274	I	Partial genome (non-compliant)	1	Alloherpesviridae
Herpesvirales	Alloherpesviridae		Salmovirus	epizootic epitheliotropic disease virus; salmonid herpesvirus 3	EU349277	I	Partial genome (non-compliant)	1	Alloherpesviridae
Herpesvirales	Malacoherpesviridae		Aurivirus	abalone herpesvirus; haliotid herpesvirus 1	JX453331	I	Complete genome	1	Malacoherpesviridae
Herpesvirales	Malacoherpesviridae		Ostreavirus	oyster herpesvirus; ostreid herpesvirus 1	AY509253	I	Complete genome	1	Malacoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Iltovirus	cacatuid alphaherpesvirus 2	MK360902	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Iltovirus	gallid alphaherpesvirus 1; infectious laryngotracheitis virus	JN596962	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Iltovirus	psittacid alphaherpesvirus 1; Pacheco's disease virus	AY372243	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Iltovirus	psittacid alphaherpesvirus 5	MK955929	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	anatid alphaherpesvirus 1; duck enteritis virus	JF999965	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	columbid alphaherpesvirus 1; pigeon herpesvirus	KX589235	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	gallid alphaherpesvirus 2; Marek's disease virus	AF243438	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	gallid alphaherpesvirus 3; gallid herpesvirus 3	HQ840738	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	meleagrid alphaherpesvirus 1; turkey herpesvirus	AF291866	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Mardivirus	spheniscid alphaherpesvirus 1	LT608135	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Scutavirus	chelonid alphaherpesvirus 5; fibropapilloma-associated turtle herpesvirus	HQ878327	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Scutavirus	testudinid alphaherpesvirus 3; testudinid herpesvirus 3	KM924292	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	ateline alphaherpesvirus 1; herpesvirus ateles 1	KY385637	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	bovine alphaherpesvirus 2; bovine mammillitis virus	MT862163	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	cercopithecine alphaherpesvirus 2; simian agent 8	AY714813	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	human alphaherpesvirus 1; herpes simplex virus 1	JN555585	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	human alphaherpesvirus 2; herpes simplex virus 2	JN561323	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	leporid alphaherpesvirus 4; leporid herpesvirus 4	JQ596859	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macacine alphaherpesvirus 1; B-virus	AF533768	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macacine alphaherpesvirus 2; lion-tailed macaque herpesvirus 1	KY628968	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macacine alphaherpesvirus 3; pig-tailed macaque herpesvirus 1	KY628970	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macropodid alphaherpesvirus 1; Parma wallaby herpesvirus	KT594769	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macropodid alphaherpesvirus 2; Dorcopsis wallaby herpesvirus	MT900475	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	macropodid alphaherpesvirus 4	MT900474	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	panine alphaherpesvirus 3; chimpanzee herpesvirus	JQ360576	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	papiine alphaherpesvirus 2; herpesvirus papio 2	DQ149153	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	pteropodid alphaherpesvirus 1; fruit bat alphaherpesvirus 1	AB825953	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	pteropodid alphaherpesvirus 2; Pteropus lylei-associated alphaherpesvirus	LC492974	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus	saimiriine alphaherpesvirus 1; herpesvirus saimiri 1	HM625781	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	bovine alphaherpesvirus 1; infectious bovine rhinotracheitis virus	JX898220	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	bovine alphaherpesvirus 5; bovine encephalitis herpesvirus	AY261359	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	bubaline alphaherpesvirus 1; water buffalo herpesvirus	KU936049	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	canid alphaherpesvirus 1; canine herpesvirus	KT819633	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	caprine alphaherpesvirus 1; goat herpesvirus	MG989243	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	cercopithecine alphaherpesvirus 9; simian varicella virus	AF275348	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	cervid alphaherpesvirus 1; red deer herpesvirus	MH036942	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	cervid alphaherpesvirus 2; reindeer herpesvirus	MH036943	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	cervid alphaherpesvirus 3; elk herpesvirus	MH036941	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 1; equine abortion virus	AY665713	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 3; equine coital exanthema virus	KM051845	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 4; equine rhinopneumonitis virus	AF030027	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 6; asinine herpesvirus 1	MT012704	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 8; asinine herpesvirus 3	MF431611	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	equid alphaherpesvirus 9; gazelle herpesvirus	AP010838	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	felid alphaherpesvirus 1; feline viral rhinotracheitis virus	FJ478159	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	human alphaherpesvirus 3; varicella-zoster virus	X04370	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1	MF678601	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	phocid alphaherpesvirus 1; harbour seal herpesvirus	MH509440	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus	suid alphaherpesvirus 1; pseudorabies virus	JF797218	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	aotine betaherpesvirus 1; owl monkey cytomegalovirus	FJ483970	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus	JQ264772	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	cercopithecine betaherpesvirus 5; simian cytomegalovirus	FJ483968	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	human betaherpesvirus 5; human cytomegalovirus	AY446894	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	macacine betaherpesvirus 3; rhesus cytomegalovirus	AY186194	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus	JN227533	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus	KR297253	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	panine betaherpesvirus 2; chimpanzee cytomegalovirus	AF480884	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	papiine betaherpesvirus 3; olive baboon cytomegalovirus	AC090446	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	papiine betaherpesvirus 4; chacma baboon cytomegalovirus	KR351281	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus	FJ483967	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus	murid betaherpesvirus 1; murine cytomegalovirus	GU305914	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht	AF232689	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus	murid betaherpesvirus 8; rat cytomegalovirus strain England	JX867617	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Proboscivirus	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1	KC462165	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Proboscivirus	elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A	MN373268	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Proboscivirus	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4	KT832477	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Proboscivirus	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5	KF921519	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Quwivirus	caviid betaherpesvirus 2; guinea pig cytomegalovirus	KC503762	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Quwivirus	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus	JQ805139	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Quwivirus	tupaiid betaherpesvirus 1; tupaia herpesvirus	AF281817	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	human betaherpesvirus 7; human herpesvirus 7	AF037218	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	human betaherpesvirus 6A; human herpesvirus 6A	X83413	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	human betaherpesvirus 6B; human herpesvirus 6B	AF157706	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7	KU351741	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	murid betaherpesvirus 3; mouse thymic virus	KY355735	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Betaherpesvirinae	Roseolovirus	suid betaherpesvirus 2; porcine cytomegalovirus	KF017583	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Bossavirus	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1	KY965444	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus	AF319782	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	gorilline gammaherpesvirus 1; herpesvirus gorilla	AJ581752	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	human gammaherpesvirus 4; Epstein-Barr virus	AJ507799	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	macacine gammaherpesvirus 4; rhesus lymphocryptovirus	AY037858	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus	KP676001	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1	MG471437	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	panine gammaherpesvirus 1; herpesvirus pan	AJ581751	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	papiine gammaherpesvirus 1; herpesvirus papio	AJ581750	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus	pongine gammaherpesvirus 2; herpesvirus pongo	AJ581753	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus	AF005370	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus	KF274499	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus	KJ705001	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	caprine gammaherpesvirus 2; caprine herpesvirus 2	AF283477	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	hippotragine gammaherpesvirus 1; roan antelope herpesvirus	DQ083950	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus	AY839756	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1	AF478169	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2	AY170317	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Macavirus	suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3	AY170316	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Manticavirus	phascolarctid gammaherpesvirus 1	MG452722	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Manticavirus	vombatid gammaherpesvirus 1	MG452721	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Patagivirus	vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus	MF385016	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	equid gammaherpesvirus 2; equine herpesvirus 2	U20824	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	equid gammaherpesvirus 5; equine herpesvirus 5	KM924295	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1	KT595939	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	mustelid gammaherpesvirus 1; badger herpesvirus	AF376034	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	phocid gammaherpesvirus 3; harp seal herpesvirus	KP136799	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1	LC333428	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Percavirus	vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8	KU220026	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	ateline gammaherpesvirus 2; herpesvirus ateles strain 810	M22036	I	Partial genome (non-compliant)	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	ateline gammaherpesvirus 3; herpesvirus ateles	AF083424	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	bovine gammaherpesvirus 4; bovine herpesvirus 4	AF318573	I	Coding-complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	colobine gammaherpesvirus 1	MH932584	I	Complete genome	1	Orthoherpesviridae
Herpesvirales	Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus	cricetid gammaherpesvirus 2; rodent herpesvirus Peru	HQ221963	I	Coding-complete genome	1	Orthoherpesviridae
